,lemma
5004,isere ilog
5005,james
5006,james ilog
5007,henry james
5008,Kalatas ni James
5009,Sulat ni James
5010,st. james
5011,Santo James
5012,James IV
5013,James II
5014,James I
5015,William James
5016,jordan
5017,jordan ilog
5018,gan jiang
5019,kan ilog
5020,kanawha
5021,kanawha ilog
5022,kasai
5023,kasai ilog
5024,ilog kasai
5025,kissimmee
5026,kissimmee ilog
5027,klamath
5028,klamath ilog
5029,kura
5030,kura ilog
5031,lehigh ilog
5032,lena
5033,lena ilog
5034,little bighorn
5035,little bighorn ilog
5036,little horn
5037,little sioux ilog
5038,little wabash
5039,little wabash ilog
5040,loire
5041,loire ilog
5042,mackenzie
5043,mackenzie ilog
5044,madeira
5045,madeira ilog
5046,magdalena
5047,magdalena ilog
5048,battle of the marne
5049,belleau wood
5050,chateau-thierry
5051,marne ilog
5052,mekong
5053,mekong ilog
5054,merrimack
5055,merrimack ilog
5056,metaurus ilog
5057,argonne
5058,argonne forest
5059,meuse
5060,meuse-argonne
5061,meuse-argonne operation
5062,meuse ilog
5063,mobile
5064,mobile ilog
5065,mohawk ilog
5066,monongahela
5067,monongahela ilog
5068,moreau ilog
5069,murray
5070,murray ilog
5071,Gilbert Murray
5072,murrumbidgee
5073,murrumbidgee ilog
5074,namoi
5075,namoi ilog
5076,ilog Namoi
5077,nan ilog
5078,neckar
5079,neckar ilog
5080,neosho
5081,neosho ilog
5082,neva
5083,neva ilog
5084,bagong ilog
5085,niagara
5086,niagara ilog
5087,nile
5088,nile ilog
5089,niobrara
5090,niobrara ilog
5091,hinding tsuper
5092,north platte
5093,north platte ilog
5094,ob
5095,ob ilog
5096,oder
5097,oder ilog
5098,orange
5099,orange ilog
5100,orinoco
5101,orinoco ilog
5102,osage
5103,osage ilog
5104,ottawa
5105,ottawa ilog
5106,outaouais
5107,ouachita
5108,ouachita ilog
5109,ouse
5110,ouse ilog
5111,magmay-ari
5112,para
5113,para ilog
5114,parana
5115,parana ilog
5116,pearl ilog
5117,pecos
5118,pecos ilog
5119,pee dee
5120,pee dee ilog
5121,oasis
5122,obaryo
5123,oben
5124,hurno
5125,pugon
5126,oberpass
5127,obertaym
5128,obertura
5129,obesidad
5130,katabaan
5131,obispado
5132,obitwaryo
5133,obligasyon
5134,sagutin
5135,tungkulin
5136,obliterasyon
5137,obra-de-mano
5138,obra-maestro
5139,obra-pias
5140,obrero
5141,obserbasyon
5142,pagmamasid
5143,obserbatoryo
5144,obsesyon
5145,obstetriks
5146,obstetrisyan
5147,okra
5148,okre
5149,oktaba
5150,pagpapaliban
5151,oktagono
5152,okteyn
5153,oktohenaryo
5154,wawalumpuing taon
5155,okulista
5156,okyulist
5157,okultismo
5158,okupante
5159,okupasyon
5160,posesyon
5161,oligark
5162,oligarki
5163,olyo
5164,om
5165,omisyon
5166,omnipotensya
5167,omnipresens
5168,onda
5169,oniks
5170,onong
5171,onoraryum
5172,ontolohiya
5173,opensiba
5174,opera
5175,gusali opera
5176,opereytor
5177,opertoryo
5178,paghahandog
5179,opurtunidad
5180,pagkakataon
5181,opurtunismo
5182,oposisyon
5183,pagtutol
5184,pagkontra
5185,paglaban
5186,resistensya
5187,opositor
5188,kalaban
5189,katunggali
5190,opresyon
5191,paniniil
5192,optalmolohiya
5193,optika
5194,optiko
5195,optimista
5196,opya
5197,opyo
5198,orakulo
5199,orador
5200,orbit
5201,ordinasyon
5202,ordil
5203,ordinansa
5204,kautusan
5205,organo
5206,organdi
5207,organisador
5208,organisasyon
5209,samahan
5210,organista
5211,oridyin
5212,orihinalidad
5213,orkestra
5214,orkid
5215,oryent
5216,oryentalismo
5217,oryentalista
5218,oryentasyon
5219,osilasyon
5220,osipikado
5221,ospital
5222,pagamutan
5223,ostentasyon
5224,osteologo
5225,ostrasismo
5226,osyanograpiya
5227,osyanograpo
5228,oyayi
5229,rabet
5230,rabi
5231,rabis
5232,rabies
5233,kabaliwan
5234,rabit
5235,radar
5236,radikal
5237,radyator
5238,radyologist
5239,radyolohiya
5240,rahuyo
5241,alindog
5242,raket
5243,raketa
5244,rali
5245,Ramadan
5246,rantso
5247,ranggo
5248,katayuan
5249,rapol
5250,rasyon
5251,reaksyon
5252,reaktor
5253,realidad
5254,realismo
5255,rebelasyon
5256,rebelde
5257,rebelyon
5258,rebolber
5259,rebolusyon
5260,himagsikan
5261,rebolusyonaryo
5262,rebyu
5263,repaso
5264,balik-aral
5265,reduplikasyon
5266,pag uulit
5267,rebisyon
5268,pagbabago
5269,redyus
5270,reeleksyon
5271,regulador
5272,regulasyon
5273,rehabilitasyon
5274,rehistro
5275,magpatala
5276,rehiyon
5277,rekado
5278,sahog
5279,reklamo
5280,rekoleksyon
5281,rekomendasyon
5282,tagubilin
5283,rekonsilyasyon
5284,pagbabati
5285,rekord
5286,rekorder
5287,rektipikasyon
5288,relasyon
5289,kaugnayan
5290,relihiyon
5291,remedyo
5292,reperi
5293,repetisyon
5294,repolyo
5295,petsay
5296,reporma
5297,repormasyon
5298,repormer
5299,reporter
5300,kinatawaan
5301,representasyon
5302,republika
5303,resepsiyon
5304,reserba
5305,reseta
5306,resibo
5307,resitasyon
5308,pag uulat
5309,resolusyon
5310,panukala
5311,respirasyon
5312,pakiramdam
5313,Sintido
5314,diwa
5315,espiritu
5316,simento
5317,aspalto
5318,banketa
5319,huli
5320,puno
5321,punung-kahoy
5322,hagdan
5323,hagdanan
5324,hati
5325,meryenda
5326,upuan
5327,ulan
5328,tubig ulan
5329,idolo
5330,ginoo
5331,binibini
5332,sablay
5333,palya
5334,ginang
5335,martsa
5336,lakaran
5337,hanap
5338,kamag-anak
5339,dilim
5340,gabi
5341,kutsilyo
5342,balisong
5343,pakahulugan
5344,bata
5345,buhay
5346,sabitan
5347,asawa
5348,asawang lalake
5349,pedestal
5350,patungan
5351,bigay
5352,kaloob
5353,kati
5354,pangangati
5355,baso
5356,salaminan
5357,kasunduan
5358,tren
5359,isyu
5360,bilang
5361,arkila
5362,pangungusap
5363,ugong
5364,hugong
5365,bomba
5366,ugat
5367,Hmong
5368,Miao
5369,Indonesian
5370,Indonesian Borneo
5371,Indonesian monetary unit
5372,Irani
5373,Iranian
5374,Persian
5375,lenggwaheng Iranian
5376,Iranian dinar
5377,Iranian rial
5378,Iraki
5379,Iraqi
5380,Iraqi Intelligence Service
5381,IIS
5382,Iraqi Kurdistan
5383,Iraqi National Congress
5384,Iraqi dinar
5385,Israeli
5386,Israeli Defense Force
5387,Japanese angelica tree
5388,Japanese apricot
5389,Japanese banana
5390,Japanese barberry
5391,Japanese beech
5392,Japanese beetle
5393,Japanese Red Army
5394,Japanese deity
5395,Japanese deer
5396,Japanese crab
5397,Japanese chestnut
5398,Japanese cedar
5399,Cattell
5400,James McKeen Cattell
5401,gyera ng Boer
5402,Barbary
5403,baybayin ng Barbary
5404,Barbary ape
5405,Barbary sheep
5406,Barbary na pirata
5407,Nubia
5408,Maghreb
5409,Mahgrib
5410,Namibia
5411,Repulika ng Namibia
5412,Timog Kanlurang Namibia
5413,Angola
5414,Republika ng Angola
5415,Burundi franc
5416,Cameroon franc
5417,baybayin ng Ivory
5418,republika ng Cote d'Ivoire
5419,Benin franc
5420,Bight of Benin
5421,Porto Novo
5422,Republika ng Togo
5423,Togo
5424,Togo franc
5425,Djibouti franc
5426,Republika ng Guinea
5427,Espanyang Guinea
5428,Pransyang Guinea
5429,Army for the Liberation of Rwanda
5430,ALIR
5431,Rwanda franc
5432,Republika ng Rwanda
5433,Botswana monetary unit
5434,Kenya fever
5435,Gabon franc
5436,Bissau
5437,Guinea-Bissau monetary unit
5438,Guinea-Bissau peso
5439,monetaryong yunit ng Lesotho
5440,pusang Madagascar
5441,Madagascar franc
5442,Madagascar jasmine
5443,Madagascar plum
5444,Madagascar pepper
5445,Mali franc
5446,Mozambique Channel
5447,yunit ng monetaryo ng Mozambique
5448,Mozambique
5449,Republika ng Mozambique
5450,Senegal gum
5451,Senegal
5452,republika ng Senegal
5453,Somalia
5454,daungan ng Sudan
5455,Swaziland monetary unit
5456,Swaziland
5457,Kaharian ng Swaziland
5458,Tanzania
5459,Uganda
5460,Buganda
5461,Entebbe
5462,Jinja
5463,Gulu
5464,lawa ng Tanganyika
5465,Tanganyika
5466,kopal ng Zanzibar
5467,Zanzibar
5468,Tabora
5469,Kilimanjaro
5470,Kordofan
5471,Beira
5472,Timbuktu
5473,Kisumu
5474,Mombasa
5475,Nakuru
5476,disyerto ng Kalahari
5477,Douala
5478,Goma
5479,Kananga
5480,Kinshasa
5481,Elisabethville
5482,Lubumbashi
5483,Nyamuragira
5484,Nyiragongo
5485,Kivu
5486,lawa ng Kivu
5487,Great Rift Valley
5488,Cotonou
5489,Bioko
5490,Murray River
5491,James Murray
5492,Zomba
5493,Chewa
5494,baybaying Moreton
5495,Never-Never
5496,disyerto ng Gibson
5497,Great Sandy Desert
5498,Great Victoria Desert
5499,Rupert Murdoch
5500,Iris Murdoch
5501,dame jean iris murdoch
5502,murdoch
5503,sundowner
5504,perisher
5505,returning officer
5506,pommy
5507,walkabout
5508,pagbuwelta
5509,bumerang
5510,nadarambong
5511,swag
5512,Jirrbal
5513,Walbiri
5514,disyerto ng Simpson
5515,disyertong Simpson
5516,crore
5517,wallah
5518,nawab
5519,malik
5520,mahout
5521,dacoit
5522,dakoit
5523,ayah
5524,Tien Shan
5525,Tyan Shan
5526,Pobeda Peak
5527,Nanda Devi
5528,Kamet
5529,kambing na Cashmere
5530,Kanlurang Bengal
5531,Orissa
5532,Maharashtra
5533,Gujarat
5534,Gujerat
5535,Goa
5536,cedar ng Goa
5537,Goa powder
5538,Bihar
5539,Andhra Pradesh
5540,Mysore
5541,Karnataka
5542,Mysore thorn
5543,Lucknow
5544,Chennai
5545,Hyderabad
5546,Agra
5547,Itim na butas ng Calcutta
5548,Kolkata
5549,Calcutta
5550,Jabalpur
5551,Jubbulpore
5552,pag-dacoit
5553,pag-dakoit
5554,outcaste
5555,pag-aalsang Sepoy
5556,laban ng Panipat
5557,Baron Clive ng Plassey
5558,laban ng Plassey
5559,godown
5560,mulligatawny
5561,chapatti
5562,chapati
5563,al-Ummah
5564,panchayat
5565,panchayet
5566,punchayet
5567,Assam
5568,Assam rubber
5569,Manipur
5570,Hindustan
5571,Sikkim
5572,Kanara
5573,Canara
5574,Punjab
5575,Bangalore
5576,Coats Land
5577,Enderby Land
5578,Queen Maud Land
5579,Victoria Land
5580,Wilkes Land
5581,dagat Ross
5582,Agee
5583,James Agee
5584,Alcott
5585,Louisa May Alcott
5586,Balzac
5587,Honore Balzac
5588,honore de balzac
5589,Genet
5590,Edmund Charles Edouard Genet
5591,Jean Genet
5592,Giraudoux
5593,Jean Giraudoux
5594,hippolyte jean giraudoux
5595,Goethe
5596,Johann Wolfgang von Goethe
5597,Zola
5598,Emile Zola
5599,Proust
5600,Marcel Proust
5601,Pirandello
5602,Luigi Pirandello
5603,Meredith
5604,James Meredith
5605,George Meredith
5606,makata
5607,katutubong makata
5608,Alcaeus
5609,Apollinaire
5610,Arnold
5611,Matthew Arnold
5612,Benedict Arnold
5613,Stephen Arnold Douglas
5614,Douglas
5615,Little Giant
5616,Stephen A. Douglas
5617,Gesell
5618,Arnold Gesell
5619,Arnold Lucius Gesell
5620,Arnold Palmer
5621,Arnold Daniel Palmer
5622,Palmer
5623,Arnold Schonberg
5624,Arnold Schoenberg
5625,Schoenberg
5626,Schonberg
5627,Arnold Toynbee
5628,Mary Augusta Arnold Ward
5629,mrs. humphrey ward
5630,ward
5631,Arp
5632,Jean Arp
5633,Auden
5634,Wystan Hugh Auden
5635,Baudelaire
5636,Charles Baudelaire
5637,Benet
5638,Stephen Vincent Benet
5639,William Rose Benet
5640,Blake
5641,William Blake
5642,Alexander Alexandrovich Blok
5643,Boccaccio
5644,Giovanni Boccaccio
5645,Bradstreet
5646,Anne Bradstreet
5647,Brecht
5648,Bertolt Brecht
5649,Brooke
5650,Rupert Brooke
5651,Roger Brooke Taney
5652,Browning automatic rifle
5653,Browning machine gun
5654,Browning
5655,John Moses Browning
5656,Robert Browning
5657,Elizabeth Barrett Browning
5658,john m. browning
5659,burns
5660,George Burns
5661,Robert Burns
5662,Robert Burns Woodward
5663,Bob Woodward
5664,Robert Woodward
5665,Woodward
5666,James Butler Hickock
5667,Stephen Butler Leacock
5668,William Butler Yeats
5669,w. b. yeats
5670,yeats
5671,James Byron Dean
5672,dean
5673,james dean
5674,Calderon
5675,Calderon de la Barca
5676,pedro calderon de la barca
5677,Carducci
5678,Giosue Carducci
5679,Carew
5680,Thomas Carew
5681,Sir John Carew Eccles
5682,Catullus
5683,Gaius Valerius Catullus
5684,Chaucer
5685,Geoffrey Chaucer
5686,Ciardi
5687,John Ciardi
5688,Coleridge
5689,Samuel Taylor Coleridge
5690,Corneille
5691,Pierre Corneille
5692,Cowper
5693,William Cowper
5694,Crane
5695,Stephen Crane
5696,Hart Crane
5697,Cynewulf
5698,Cynwulf
5699,Dante
5700,Dante Alighieri
5701,Dante Gabriel Rossetti
5702,de la Mare
5703,Walter de la Mare
5704,Dickinson
5705,Emily Dickinson
5706,Donne
5707,John Donne
5708,Dryden
5709,John Dryden
5710,Eliot
5711,T.S. Eliot
5712,George Eliot
5713,mary ann evans
5714,Roger Eliot Fry
5715,fry
5716,roger fry
5717,Fitzgerald
5718,Edward Fitzgerald
5719,F. Scott Fitzgerald
5720,Ella Fitzgerald
5721,francis scott key fitzgerald
5722,John Fitzgerald Kennedy
5723,John F. Kennedy
5724,JFK
5725,Jack Kennedy
5726,Kennedy
5727,President John F. Kennedy
5728,President Kennedy
5729,Frost
5730,Robert Frost
5731,Jack Frost
5732,Lorca
5733,Garcia Lorca
5734,frederico garcia lorca
5735,Bannister
5736,Roger Gilbert Bannister
5737,Chesterton
5738,Gilbert Keith Chesterton
5739,g. k. chesterton
5740,Gilbert Islands
5741,Gilbert at Ellice Islands
5742,Lafayette
5743,Marie Joseph Paul Yves Roch Gilbert du Motier
5744,La_Fayette
5745,Marie_Joseph_Paul_Yves_Roch_Gilbert_du_Motier
5746,Marquis_de_Lafayette
5747,Montez
5748,Marie Dolores Eliza Rosanna Gilbert
5749,Lola Montez
5750,Stuart
5751,Gilbert Stuart
5752,gilbert charles stuart
5753,Ginsberg
5754,Allen Ginsberg
5755,Gongora
5756,Luis de Gongora y Argote
5757,Fransiscan
5758,Gray Friar
5759,Gray
5760,Thomas Gray
5761,Robert Gray
5762,Asa Gray
5763,abu
5764,Herrick
5765,Robert Herrick
5766,Hesiod
5767,Hoffmannsthal
5768,Hugo von Hoffmannsthal
5769,Hogg
5770,James Hogg
5771,Gallaudet
5772,Thomas Hopkin Gallaudet
5773,Thomas Hopkins Gallaudet
5774,Housman
5775,Alfred Edward Housman
5776,Hughes
5777,Ted Hughes
5778,Langston Hughes
5779,Howard Hughes
5780,Charles Evans Hughes
5781,james langston hughes
5782,Aalto
5783,Hugo Alvar Henrik Aalto
5784,Alvar Aalto
5785,Hugo
5786,Victor Hugo
5787,victor-marie hugo
5788,Junkers
5789,Hugo Junkers
5790,Wolf
5791,Hugo Wolf
5792,deVries
5793,Hugo De Vries
5794,Ibsen
5795,Henrik Ibsen
5796,henrik johan ibsen
5797,Jarrell
5798,Randall Jarrell
5799,Jeffers
5800,Robinson Jeffers
5801,Jimenez de Cisneros
5802,Jimenez
5803,Juan Ramon Jimenez
5804,Jonson
5805,Ben Jonson
5806,benjamin jonson
5807,Karlfeldt
5808,Erik Axel Karlfeldt
5809,Keats
5810,John Keats
5811,Key West
5812,Key
5813,Francis Scott Key
5814,Klopstock
5815,Friedrich Gottlieb Klopstock
5816,Lindsay
5817,Howard Lindsay
5818,Vachel Lindsay
5819,Li Po
5820,Longfellow
5821,Henry Wadsworth Longfellow
5822,Lovelace
5823,Richard Lovelace
5824,Lowell
5825,Robert Lowell
5826,Percival Lowell
5827,Amy Lowell
5828,Abbot Lawrence Lowell
5829,Abbott Lawrence Lowell
5830,Thomas
5831,Lowell Thomas
5832,Santo Tomas
5833,St. Tomas
5834,Dylan Thomas
5835,Norman Thomas
5836,Norman Mattoon Thomas
5837,Seth Thomas
5838,MacLeish
5839,Archibald MacLeish
5840,Mallarme
5841,Stephane Mallarme
5842,Mandelshtam
5843,Osip Mandelstam
5844,Marini
5845,Marino
5846,Giambattista Marini
5847,San Marino
5848,Republika ng San Marino
5849,Marlowe
5850,Christopher Marlowe
5851,Philip Marlowe
5852,Marti
5853,Jose Julian Marti
5854,Martial
5855,Marvell
5856,Andrew Marvell
5857,Masefield
5858,John Masefield
5859,Masters
5860,Edgar Lee Masters
5861,Mayakovski
5862,Vladimir Vladimirovich Mayakovski
5863,Cage
5864,John Cage
5865,John Milton Cage Jr.
5866,Friedman
5867,Milton Friedman
5868,Hart
5869,Lorenz Milton Hart
5870,moss hart
5871,lorenz hart
5872,Hershey
5873,Milton Snavely Hershey
5874,Milton
5875,John Milton
5876,Roth
5877,Philip Milton Roth
5878,philip roth
5879,Moore
5880,Douglas Moore
5881,Dudley Moore
5882,George Edward Moore
5883,Thomas Moore
5884,Marianne Moore
5885,Henry Moore
5886,henry spencer moore
5887,dudley stuart john moore
5888,Nation
5889,Carry Amelia Moore Nation
5890,Vinson
5891,Frederick Moore Vinson
5892,Young
5893,Whitney Young
5894,Whitney Moore Young Jr.
5895,Thomas Young
5896,Cy Young
5897,Danton True Young
5898,Loretta Young
5899,Musset
5900,Alfred de Musset
5901,louis charles alfred de musset
5902,Neruda
5903,Pablo Neruda
5904,Noyes
5905,Alfred Noyes
5906,Omar Khayyam
5907,Ovid
5908,Publius Ovidius Naso
5909,Palgrave
5910,Francis Turner Palgrave
5911,Petrarch
5912,Petrarca
5913,Francesco Petrarca
5914,Pindar
5915,Plath
5916,Sylvia Plath
5917,Poe
5918,Edgar Allen Poe
5919,edgar allan poe
5920,Alexander VI
5921,Rodrigo Borgia
5922,Pope Alexander VI
5923,Pope
5924,Alexander Pope
5925,Pushkin
5926,Alexander Pushkin
5927,Racine
5928,Jean Racine
5929,jean baptiste racine
5930,King
5931,Riley B King
5932,Billie Jean King
5933,Billie Jean Moffitt King
5934,B. B. King
5935,B.B. King
5936,Riley
5937,James Whitcomb Riley
5938,Rilke
5939,Rainer Maria Rilke
5940,Rimbaud
5941,Arthur Rimbaud
5942,Luce
5943,Henry Robinson Luce
5944,clare booth luce
5945,Robinson Crusoe
5946,Robinson
5947,Robert Robinson
5948,Sugar Ray Robinson
5949,Lennox Robinson
5950,James Harvey Robinson
5951,Jackie Robinson
5952,Edward Arlington Robinson
5953,Edward G. Robinson
5954,esme stuart lennox robinson
5955,edward goldenberg robinson
5956,Jack Roosevelt Robinson
5957,Sir Robert Robinson
5958,Rostand
5959,Edmond Rostand
5960,Seeger
5961,Pete Seeger
5962,Peter Seeger
5963,Alan Seeger
5964,Sexton
5965,Anne Sexton
5966,Shelly
5967,Mary Shelley
5968,Percy Bysshe Shelley
5969,mary godwin wollstonecraft shelley
5970,mary wollstonecraft shelley
5971,shelley
5972,Shevchenko
5973,Taras Grigoryevich Shevchenko
5974,Caesar
5975,Sidney Caesar
5976,Gaius Julius Caesar
5977,Julius Caesar
5978,Poitier
5979,Sidney Poitier
5980,Sidney
5981,Sir Philip Sidney
5982,Webb
5983,Sidney Webb
5984,Sidney James Webb
5985,beatrice webb
5986,martha beatrice potter webb
5987,first baron passfield
5988,Silverstein
5989,Shel Silverstein
5990,Sitwell
5991,Dame Edit Sitwell
5992,Southey
5993,Robert Southey
5994,Spender
5995,Stephen Spender
5996,Spenser
5997,Edmund Spenser
5998,Maxim
5999,Sir Hiram Stevens Maxim
6000,sir stevens maxim
6001,Stevens
6002,Smitty Stevens
6003,Stanley Smith Stevens
6004,Wallace Stevens
6005,George Stevens
6006,Suckling
6007,Sir John Suckling
6008,Swinburne
6009,Algernon Charles Swinburne
6010,Symons
6011,Arthur Symons
6012,Synge
6013,J.M. Synge
6014,John Millington Synge
6015,edmund john millington synge
6016,j. m. synge
6017,Tasso
6018,Torquato Tasso
6019,Tate
6020,Allen Tate
6021,Teasdale
6022,Sara Teasdale
6023,Tennyson
6024,Alfred Tennyson
6025,Thespis
6026,doubting Thomas
6027,a Kempis
6028,Thomas a Kempis
6029,Wyatt
6030,Sir Thomas Wyatt
6031,Wyat
6032,James_Wyatt
6033,Wolfe
6034,Thomas Wolfe
6035,Tom Wolfe
6036,thomas kennerly wolfe jr.
6037,thomas clayton wolfe
6038,Ted Williams
6039,Theodore Samuel Williams
6040,Hank Williams
6041,Hiram Williams
6042,Hiram King Williams
6043,Walton
6044,Ernest Thomas Sinton Walton
6045,izaak walton
6046,Sir William Turner Walton
6047,Sir William Walton
6048,William Walton
6049,Waller
6050,Thomas Wright Waller
6051,Fat Waller
6052,Tallis
6053,Thomas Tallis
6054,Sydenham
6055,Thomas Sydenham
6056,Sully
6057,Thomas Sully
6058,Duc de Sully
6059,Maxmilien de Bethune
6060,Stoppard
6061,Tom Stoppard
6062,Thomas Straussler
6063,sir tom stoppard
6064,Scopes
6065,John Thomas Scopes
6066,John Scopes
6067,Sao Tome and Principe
6068,Reid
6069,Thomas Reid
6070,Raffles
6071,Sir Thomas Raffles
6072,Pynchon
6073,Thomas Pynchon
6074,Paine
6075,Tom Paine
6076,Thomas Paine
6077,thomas paine
6078,Page
6079,Thomas Nelson Page
6080,Nast
6081,Thomas Nast
6082,More
6083,Thomas More
6084,Middleton
6085,Thomas Middleton
6086,Merton
6087,Thomas Merton
6088,robert king meton
6089,robert merton
6090,Mann
6091,Thomas Mann
6092,Horace Mann
6093,Malthus
6094,Thomas Malthus
6095,thomas robert malthus
6096,Malory
6097,Thomas Malory
6098,sir thomas malory
6099,Macaulay
6100,Thomas Babington Macaulay
6101,Lord Macaulay
6102,Lawrence
6103,Sir Thomas Lawrence
6104,lawrence of arabia
6105,t. e. lawrence
6106,thomas edward lawrence
6107,Lawrence_of_Arabia
6108,T._E._Lawrence
6109,Thomas_Edward_Lawrence
6110,d. h. lawrence
6111,david herbert lawrence
6112,st. lawrence
6113,Santo Lawrence
6114,Laurentius
6115,gertrude lawrence
6116,Kyd
6117,Kid
6118,Thomas Kyd
6119,Thomas Kid
6120,Jefferson
6121,Thomas Jefferson
6122,President Jefferson
6123,penobscot
6124,penobscot ilog
6125,distunilyador ni phillip
6126,Phillips na distulyinador
6127,ping
6128,ping ilog
6129,la plata
6130,plata ilog
6131,rio de la plata
6132,platte
6133,platte ilog
6134,po
6135,po ilog
