,lemma
6861,Taimat
6862,Utnapishtim
6863,Utu
6864,Utug
6865,Zu
6866,Zubird
6867,bathala ng mga sinaunang taga-Persiya
6868,Mithra
6869,Mithras
6870,Ahura Mazda
6871,Ormazd
6872,Ormuzd
6873,Ahriman
6874,Zurvan
6875,Boddhisatva
6876,Bodhisattva
6877,Maitreya
6878,Avalokiteshvara
6879,Avalokitesvara
6880,Arhant
6881,Arhat
6882,lohan
6883,gula
6884,damuzi
6885,tammuz
6886,thammuz
6887,Igigi
6888,bartholdi
6889,frederic auguste bartholdi
6890,bernini
6891,giovanni lorenzo bernini
6892,brancusi
6893,consyantin brancusi
6894,calder
6895,alexander calder
6896,cellini
6897,benvenuto cellini
6898,crawford
6899,thomas crawford
6900,joan crawford
6901,donatello
6902,donato di betto bardi
6903,epstain
6904,jacob epstain
6905,sir jacob epstain
6906,french
6907,daniel chester french
6908,giacometti
6909,alberto giacometti
6910,hepworth
6911,dame barbara hepworth
6912,barbara hepworth
6913,hoffman
6914,malvina hoffman
6915,dustin hoffman
6916,lachaise
6917,gaston lachaise
6918,lin
6919,maya lin
6920,lipchitz
6921,jacques lipchitz
6922,lysippus
6923,maillol
6924,aristide maillol
6925,maichelangelo
6926,michelangelo buonarroti
6927,michelangelo
6928,modigliani
6929,amedeo modigliano
6930,nevelson
6931,louise nevelson
6932,noguchi
6933,isamu noguchi
6934,claes oldenburg
6935,oldenburg
6936,claes thure oldenburg
6937,pheidias
6938,phidias
6939,pablo picasso
6940,picasso
6941,rodin
6942,auguste rodin
6943,francois auguste rene rodin
6944,segal
6945,george segal
6946,smith
6947,david smith
6948,david roland smith
6949,Ian Smith
6950,Ian Douglas Smith
6951,taft
6952,lorado taft
6953,President Taft
6954,William Howard Taft
6955,allen
6956,allen stewart konigsberg
6957,woody allen
6958,Ethan_Allen
6959,astaire
6960,fred astaire
6961,barrymore
6962,herbert blythe
6963,maurice barrymore
6964,lionel barrymore
6965,john barrymore
6966,georgiana barrymore
6967,georgiana emma barrymore
6968,ethel barrymore
6969,bogart
6970,humphrey bogart
6971,humphrey deforest bogart
6972,booth
6973,john wilkes booth
6974,burbage
6975,richard burbage
6976,burton
6977,richard burton
6978,cagney
6979,james cagney
6980,jimmy cagney
6981,chevalier
6982,maurice chevalier
6983,cronyn
6984,hume blake cronyn
6985,hume cronyn
6986,crosby
6987,bing crosby
6988,harry lillis crosby
6989,dekano
6990,de niro
6991,robert de niro
6992,depardieu
6993,gerard depardieu
6994,drew
6995,john drew
6996,douglas elton fairbanks
6997,douglas fairbanks
6998,fairbanks
6999,julius ullman
7000,douglas fairbanks jr.
7001,fonda
7002,henry fonda
7003,jane fonda
7004,gable
7005,clark gable
7006,william clark gable
7007,garrick
7008,david garrick
7009,gibson
7010,althea gibson
7011,mel columcille gerard gibson
7012,mel gibson
7013,gielgud
7014,arthur john gielgud
7015,sir john gielgud
7016,cary grant
7017,grant
7018,duncan grant
7019,duncan james corrow grant
7020,Simpson Grant
7021,President Grant
7022,Hiram Ulysses Grant
7023,Ulysses Grant
7024,Ulysses S. Grant
7025,Ulysses Simpson Grant
7026,guinness
7027,sir alec guinness
7028,alec guinness
7029,hanks
7030,thomas j. hanks
7031,tom hanks
7032,harrison
7033,reginald carey harrison
7034,rex harrison
7035,sir rex harrison
7036,President Harrison
7037,President William Henry Harrison
7038,William Henry Harrison
7039,Benjamin Harrison
7040,President Benjamin Harrison
7041,George Harrison
7042,heming
7043,hemminge
7044,john heming
7045,john hemminge
7046,howard
7047,leslie howard
7048,leslie howard stainer
7049,catherine howard
7050,boris karloff
7051,karloff
7052,william henry pratt
7053,kean
7054,edmund kean
7055,keaton
7056,buster keaton
7057,joseph francis keaton
7058,kelly
7059,eugene curran kelly
7060,gene kelly
7061,emmett kelly
7062,weary willie
7063,laughton
7064,charles laughton
7065,lemmon
7066,jack lemmon
7067,john uhler
7068,lloyd
7069,harold clayton lloyd
7070,harold lloyd
7071,peter lorre
7072,laszlo lowestein
7073,lorre
7074,lugosi
7075,bela ferenc blasko
7076,bela lugosi
7077,lunt
7078,alfred lunt
7079,marsh
7080,ngaio marsh
7081,reginald marsh
7082,alessandro manzoni
7083,manzoni
7084,katherine mansfield
7085,kathleen mansfield beauchamp
7086,mansfield
7087,andre malraux
7088,malraux
7089,bernard malamud
7090,malamud
7091,mailer
7092,norman mailer
7093,bulwer-lytton
7094,edward george earle bulwer-lytton
7095,first baron lytton
7096,lytton
7097,john lyly
7098,lyly
7099,clarence malcolm lowry
7100,lowry
7101,malcolm lowry
7102,l. s. lowry
7103,laurence stephen lowry
7104,harry sinclair lewis
7105,lewis
7106,sinclair lewis
7107,c. s. lewis
7108,clive staples lewis
7109,Carl Lewis
7110,Frederick Carleton Lewis
7111,Jerry Lee Lewis
7112,lermontov
7113,mikhail yurievich lermontov
7114,dutch leonard
7115,elmore john leonard
7116,elmore leonard
7117,leonard
7118,david john moore cornwell
7119,john le carre
7120,le carre
7121,francois de la rochefoucauld
7122,la rochefoucauld
7123,lardner
7124,ring lardner
7125,ringgold wilmer lardner
7126,jean de la fontaine
7127,la fontaine
7128,arthur koestler
7129,koestler
7130,joseph rudyard kipling
7131,kipling
7132,rudyard kipling
7133,ken elton kesey
7134,ken kesey
7135,kesey
7136,jack kerouac
7137,jean-louis lebris de kerouac
7138,kerouac
7139,helen adams keller
7140,helen keller
7141,keller
7142,franz kafka
7143,kafka
7144,james augustine aloysius joyce
7145,james joyce
7146,joyce
7147,erica jong
7148,jong
7149,dr. johnson
7150,johnson
7151,samuel johnson
7152,Andrew Johnson
7153,President Andrew Johnson
7154,President Johnson
7155,LBJ
7156,Lyndon Baines Johnson
7157,Lyndon Johnson
7158,President Lyndon Johnson
7159,jensen
7160,johannes vilhelm jensen
7161,jacobs
7162,w. w. jacobs
7163,william wymark jacobs
7164,jane jacobs
7165,Aletta Jacobs
7166,christopher isherwood
7167,christopher william bradshaw isherwood
7168,isherwood
7169,irving
7170,washington irving
7171,john irving
7172,aldous huxley
7173,aldous leonard huxley
7174,huxley
7175,Thoms Huxley
7176,Thomas Henry Huxley
7177,hunt
7178,james henry leigh hunt
7179,leigh hunt
7180,Richard_Morris_Hunt
7181,hubbard
7182,l. ron hubbard
7183,edmond hoyle
7184,hoyle
7185,howells
7186,william dean howells
7187,holmes
7188,oliver wendell holmes
7189,e. t. a. hoffmann
7190,ernst theodor amadeus hoffmann
7191,ernst theodor wilhelm hoffmann
7192,hoffmann
7193,Roald Hoffmann
7194,August Wilhelm von Hoffmann
7195,Josef_Hoffmann
7196,higginson
7197,thomas higginson
7198,thomas wentworth storrow higginson
7199,dubois heyward
7200,edwin dubois hayward
7201,heyward
7202,heyse
7203,paul heyse
7204,paul johann ludwig von heyse
7205,hermann hesse
7206,hesse
7207,ernest hemingway
7208,hemingway
7209,heller
7210,joseph heller
7211,heinlein
7212,robert a. heinlein
7213,robert anson heinlein
7214,ben hecht
7215,hecht
7216,hawthorne
7217,nathaniel hawthorne
7218,hasek
7219,jaroslav hasek
7220,bret harte
7221,harte
7222,hardy
7223,thomas hardy
7224,hamsun
7225,knut hamsun
7226,knut pedersen
7227,dashiell hammett
7228,hammett
7229,samuel dashiell hammett
7230,hall
7231,marguerite radclyffe hall
7232,radclyffe hall
7233,Asaph Hall
7234,Charles Martin Hall
7235,Hassel
7236,Odd Hassel
7237,G. Stanley Hall
7238,Granville Stanley Hall
7239,alex haley
7240,haley
7241,Bill Haley
7242,William John Clifton Haley Jr.
7243,edward everett hale
7244,hale
7245,Nathan Hale
7246,George Ellery Hale
7247,elizabeth haldane
7248,elizabeth sanderson haldane
7249,haldane
7250,First Viscount Haldane of Cloan
7251,Richard Burdon Haldane
7252,Richard Haldane
7253,john haldane
7254,john scott haldane
7255,haggard
7256,rider haggard
7257,sir henry rider haggard
7258,grimm
7259,wilhelm grimm
7260,wilhelm karl grimm
7261,jakob grimm
7262,jakob ludwig karl grimm
7263,grey
7264,zane grey
7265,Charles Grey
7266,Second Earl Grey
7267,graham greene
7268,greene
7269,henry graham greene
7270,graves
7271,robert graves
7272,robert ranke graves
7273,grass
7274,gunter grass
7275,gunter wilhelm grass
7276,grahame
7277,kenneth grahame
7278,aleksey maksimovich peshkov
7279,aleksey maximovich peshkov
7280,gorki
7281,gorky
7282,maksim gorky
7283,maxim gorki
7284,gordimer
7285,nadine gordimer
7286,goncourt
7287,jules alfred huot de goncourt
7288,jules de goncourt
7289,edmond de goncourt
7290,edmond louis antoine huot de goncourt
7291,gombrowicz
7292,witold gombrowicz
7293,goldsmith
7294,oliver goldsmith
7295,golding
7296,sir william gerald golding
7297,william golding
7298,gogol
7299,nikolai vasilievich gogol
7300,gjellerup
7301,karl gjellerup
7302,gibran
7303,kahlil gibran
7304,dr. seuss
7305,geisel
7306,theodor seuss geisel
7307,elizabeth cleghorn stevenson gaskell
7308,elizabeth gaskell
7309,gaskell
7310,erle stanley gardner
7311,gardner
7312,galsworthy
7313,john galsworthy
7314,emile gaboriau
7315,gaboriau
7316,carlos fuentes
7317,fuentes
7318,anatole france
7319,france
7320,jacques anatole francois thibault
7321,c. s. forester
7322,cecil scott forester
7323,forester
7324,ford
7325,ford hermann hueffer
7326,ford madox ford
7327,Gerald Ford
7328,Gerald R. Ford
7329,Gerald Rudolph Ford
7330,President Ford
7331,flaubert
7332,gustave flaubert
7333,fielding
7334,henry fielding
7335,farrell
7336,james thomas farrell
7337,Farell
7338,emerson
7339,ralph waldo emerson
7340,ellison
7341,ralph ellison
7342,ralph waldo ellison
7343,ehrenberg
7344,ilya ehrenberg
7345,ilya grigorievich ehrenberg
7346,durrell
7347,lawrence durrell
7348,lawrence george durrell
7349,dame daphne du maurier
7350,daphne du maurier
7351,du maurier
7352,george du maurier
7353,george louis palmella busson du maurier
7354,alexandre dumas
7355,dumas
7356,dreiser
7357,theodore dreiser
7358,theodore herman albert dreiser
7359,dos passos
7360,john dos passos
7361,john roderigo dos passos
7362,dostoevski
7363,dostoevsky
7364,dostoyevsky
7365,feodor dostoevski
7366,feodor dostoevsky
7367,feodor dostoyevsky
7368,feodor mikhailovich dostoevski
7369,feodor mikhailovich dostoevsky
7370,feodor mikhailovich dostoyevsky
7371,fyodor dostoevski
7372,fyodor dostoevsky
7373,fyodor dostoyevsky
7374,fyodor mikhailovich dostoevski
7375,fyodor mikhailovich dostoevsky
7376,fyodor mikhailovich dostoyevsky
7377,doctorow
7378,e. l. doctorow
7379,edgard lawrence doctorow
7380,baroness karen blixen
7381,blixen
7382,dinesen
7383,isak dinesen
7384,karen blixen
7385,didion
7386,joan didion
7387,charles dickens
7388,charles john huffam dickens
7389,dickens
7390,deuce
7391,de quincey
7392,thomas de quincey
7393,daniel defoe
7394,defoe
7395,clarence day
7396,clarence shepard day jr.
7397,day
7398,cummings
7399,e. e. cummings
7400,edward estlin cummings
7401,conrad
7402,joseph conrad
7403,teodor josef konrad korzeniowski
7404,a. conan doyle
7405,arthur conan doyle
7406,conan doyle
7407,sir arthur conan doyle
7408,collins
7409,wilkie collins
7410,william wilkie collins
7411,colette
7412,sidonie-gabrielle claudine colette
7413,sidonie-gabrielle colette
7414,cocteau
7415,jean cocteau
7416,clemens
7417,mark twain
7418,samuel langhorne clemens
7419,churchill
7420,sir winston leonard spenser churchill
7421,winston churchill
7422,winston s. churchill
7423,Duke of Marlborough
7424,First Duke of Marlborough
7425,John Churchill
7426,agatha christie
7427,christie
7428,dame agatha mary clarissa christie
7429,chopin
7430,kate chopin
7431,kate o'flaherty chopin
7432,Frederic Francois Chopin
7433,cheever
7434,john cheever
7435,chateaubriand
7436,francois rene chateaubriand
7437,vicomte de chateaubriand
7438,chandler
7439,raymond chandler
7440,raymond thornton chandler
7441,cather
7442,willa cather
7443,willa sibert cather
7444,carroll
7445,charles dodgson
7446,charles lutwidge dodgson
7447,dodgson
7448,lewis carroll
7449,reverend dodgson
7450,canetti
7451,elias canetti
7452,albert camus
7453,camus
7454,calvino
7455,italo calvino
7456,caldwell
7457,erskine caldwell
7458,erskine preston caldwell
7459,cabell
7460,james branch cabell
7461,butler
7462,samuel butler
7463,Impetigo
7464,Ketong
7465,Leptospirosis
7466,Listeriosis
7467,Lyme disease
7468,Pertussis
7469,Pneumococcal pneumonia
7470,Psittacosis
7471,Q fever
7472,Salmonellosis
7473,Scarlet fever
7474,Shigellosis
7475,Sipilis
7476,Tetano
7477,Trakoma
7478,Tularemia
7479,Typhoid fever
7480,Typhus
7481,Aspergillosis
7482,Blastomycosis
7483,Candidiasis
7484,Coccidioidomycosis
7485,Cryptococcosis
7486,Tinea pedis
7487,Amebiasis
7488,Ascariasis
7489,Dracunculiasis
7490,Echinococcosis
7491,Enterobiasis
7492,Fascioliasis
7493,Fasciolopsiasis
7494,Filariasis
7495,Giardiasis
7496,Leishmaniasis
7497,Myiasis
7498,Onchocerciasis
7499,Pediculosis
7500,Scabies
7501,Schistosomiasis
7502,Toxoplasmosis
7503,Trichuriasis
7504,Trichomoniasis
7505,Kuru
7506,Lassa fever
7507,Tigdas
7508,Celiac disease
7509,Charcot-Marie-Tooth disease
7510,Color blindness
7511,Cystic fibrosis
7512,Hemophilia
7513,Neurofibromatosis
7514,Osteoarthritis
7515,Osteoarthritis (OA)
7516,Rheumatoid Arthritis
7517,Rheumatoid Arthritis (RA)
7518,Psoriatic Arthritis
7519,Gout
7520,piyo
7521,Ankylosing Spondylitis
7522,Systemic Lupus Erythematosus
7523,Systemic Lupus Erythematosus (SLE)
7524,Meningioma
7525,Acute lymphocytic leukemia
7526,Chronic lymphocytic leukemia
7527,Acute leukemia
7528,Chronic leukemia
7529,Open Fracture
7530,Closed Fracture
7531,Compression Fracture
7532,Impacted Fracture
7533,Stress Fracture
7534,Complete Fracture
7535,Incomplete Fracture
7536,Comminuted Fracture
7537,Disleksiya
7538,babae
7539,Akne
7540,antisocial personality disorder
7541,adhd
7542,altitude sickness
7543,Anorexia Nervosa
7544,Arthritis
7545,Hika
7546,Autism
7547,Halitosis
7548,Pagkakalbo
7549,Bipolar Disorder
7550,Kanser sa Dibdib
7551,Bronchitis
7552,Bursitis
7553,Carpal Tunnel Syndrome
7554,Kolestorol
7555,Chronic Obstructive Pulmonary Disease
7556,Kanser ng Kolon
7557,Congestive Heart Failure
7558,Cradle Cap
7559,Crohn's Disease
7560,Pag-alis ng tubig
7561,Diabetes
7562,Diaper Rash
7563,Pagtatae
7564,Diverticulitis
7565,Down Syndrome
7566,Drug Abuse
7567,claude monet
7568,monet
7569,morse
7570,samuel f. b. morse
7571,samuel finley breese morse
7572,samuel morse
7573,morse code
7574,international morse code
7575,anna mary robertson moses
7576,grandma moses
7577,moses
7578,motherwell
7579,robert motherwell
7580,edvard munch
7581,munch
7582,bartolome esteban murillo
7583,murillo
7584,maxfield frederick parrish
7585,maxfield parrish
7586,parrish
7587,jackson pollock
7588,pollock
7589,reynolds
7590,sir joshua reynolds
7591,mark rothko
7592,rothko
7593,henri rousseau
7594,le douanier rousseau
7595,rousseau
7596,john singer sargent
7597,sargent
7598,georges pierre seurat
7599,georges seurat
7600,seurat
7601,ben shahn
7602,benjamin shahn
7603,shahn
7604,david alfaro siqueiros
7605,david siqueiros
7606,siqueiros
7607,chaim soutine
7608,soutine
7609,giovanni battista tiepolo
7610,tiepolo
7611,mark tobey
7612,tobey
7613,henri toulouse-lautrec
7614,toulouse-lautrec
7615,john trumbull
7616,trumbull
7617,Jonathan Trumbull
7618,joseph mallord william turner
7619,turner
7620,Nat Turner
7621,maurice utrillo
7622,utrillo
7623,gogh
7624,van gogh
7625,vincent van gogh
7626,vasarely
7627,viktor vasarely
7628,giorgio vasari
7629,vasari
7630,elisabeth vigee-lebrun
7631,marie louise elisabeth vigee-lebrun
7632,vigee-lebrun
7633,maurice de vlaminck
7634,vlaminck
7635,edouard vuillard
7636,jean edouard vuillard
7637,vuillard
7638,andy warhol
7639,warhol
7640,max weber
7641,weber
7642,Baron Karl Maria Friedrich Ernst von Weber
7643,Carl Maria von Weber
7644,e. h. weber
7645,ernst heinrich weber
7646,wb
7647,wilhelm eduard weber
7648,benjamin west
7649,west
7650,cicily isabel fairfield
7651,dame rebecca west
7652,rebecca west
7653,Mae West
7654,james abbott mcneill whistler
7655,whistler
7656,grant wood
7657,wood
7658,ellen price wood
7659,mrs. henry wood
7660,Natalie Wood
7661,andrew wyeth
7662,wyeth
7663,albers
7664,josef albers
7665,mondrian
7666,piet mondrian
7667,muralist
7668,jose clemente orozco
7669,jose orozco
7670,orozco
7671,diego rivera
7672,rivera
7673,bosch
7674,hieronymus bosch
7675,jerom bos
7676,alessandro di mariano dei filipepi
7677,botticelli
7678,sandro botticelli
7679,breughel
7680,breughel the elder
7681,bruegel
7682,brueghel
7683,pieter breughel
7684,pieter bruegel
7685,pieter brueghel
7686,pieter brueghel the elder
7687,caravaggio
7688,michelangelo merisi da caravaggio
7689,cimabue
7690,giovanni cimabue
7691,antonio allegri da correggio
7692,correggio
7693,albrecht durer
7694,durer
7695,domenikos theotocopoulos
7696,el greco
7697,greco
7698,eyck
7699,jan van eyck
7700,van eyck
7701,giotto
7702,giotto di bondone
7703,frans hals
7704,hals
7705,hogarth
7706,william hogarth
7707,hans holbein
7708,holbein
7709,holbein the elder
7710,holbein the younger
7711,georges de la tour
7712,la tour
7713,fra filippo lippi
7714,lippi
7715,filippino lippi
7716,nicolas poussin
7717,poussin
7718,raffaello santi
7719,raffaello sanzio
7720,raphael
7721,rembrandt
7722,rembrandt harmensz van rijn
7723,rembrandt van rijn
7724,rembrandt van ryn
7725,pierre auguste renoir
7726,renoir
7727,peter paul rubens
7728,rubens
7729,sir peter paul rubens
7730,jan steen
7731,steen
7732,jacopo robusti
7733,tintoretto
7734,titian
7735,tiziano vecellio
7736,anthony vandyke
7737,sir anthony vandyke
7738,van dyck
7739,vandyke
7740,diego rodriguez de silva y velazquez
7741,velazquez
7742,jan van der meer
7743,jan vermeer
7744,vermeer
7745,paola caliari
7746,paolo veronese
7747,veronese
7748,jean antoine watteau
7749,watteau
7750,joan miro
7751,miro
7752,hokusai
7753,katsushika hokusai
7754,homer
7755,winslow homer
7756,ingres
7757,jean auguste dominique ingres
7758,kandinski
7759,kandinsky
7760,wassily kandinski
7761,wassily kandinsky
7762,kent
7763,rockwell kent
7764,ernst ludwig kirchner
7765,kirchner
7766,klee
7767,paul klee
7768,gustav klimt
7769,klimt
7770,franz joseph kline
7771,franz kline
7772,kline
7773,krasner
7774,lee krasner
7775,fernand leger
7776,leger
7777,lichtenstein
7778,roy lichtenstein
7779,magritte
7780,rene magritte
7781,kazimir malevich
7782,kazimir severinovich malevich
7783,malevich
7784,edouard manet
7785,manet
7786,andrea mantegna
7787,mantegna
7788,henri emile benoit matisse
7789,henri matisse
7790,matisse
7791,chagall
7792,marc chagall
7793,chirico
7794,giorgio de chirico
7795,constable
7796,john constable
7797,copley
7798,john copley
7799,john singleton copley
7800,corot
7801,jean baptiste camille corot
7802,courbet
7803,gustave courbet
7804,daumier
7805,honore daumier
7806,david
7807,jacques louis david
7808,davis
7809,stuart davis
7810,bette davis
7811,Dwight Davis
7812,Dwight Filley Davis
7813,Jefferson Davis
7814,miles davis
7815,miles dewey davis jr.
7816,davys
7817,john davis
7818,john davys
7819,degas
7820,edgar degas
7821,hilaire germain edgar degas
7822,de kooning
7823,willem de kooning
7824,delacroix
7825,eugene delacroix
7826,ferdinand victor eugene delacroix
7827,andre derain
7828,derain
7829,dufy
7830,raoul dufy
7831,fragonard
7832,jean honore fragonard
7833,gainsborough
7834,thomas gainsborough
7835,gauguin
7836,paul gauguin
7837,francisco de goya
7838,francisco goya
7839,francisco jose de goya
7840,francisco jose de goya y lucientes
7841,goya
7842,goya y lucientes
7843,gris
7844,jaun gris
7845,childe hassam
7846,frederick childe hassam
7847,hassam
7848,jean francois millet
7849,millet
7850,avatar
7851,embodiment
7852,incarnation
7853,kalki
7854,krishna
7855,rama
7856,ramachandra
7857,balarama
7858,parashurama
7859,ionic
7860,entasis
7861,pediment
7862,hagia sofia
7863,hagia sophia
7864,santa sofia
7865,santa sophia
7866,louvre
7867,museo louvre
7868,museo siyensya
7869,chalcedon
7870,kadikoy
7871,alhambra
7872,kastilyo balmoral
7873,Balmoral Castle
7874,tore cn
7875,CN Tower
7876,tore eiffel
7877,Eiffel Tower
7878,empire state building
7879,hall of fame
7880,independence hall
7881,kremlin
7882,lateran palace
7883,nasyonal beisbol hall of fame
7884,National Baseball Hall of Fame
7885,nasyonal librerya na panggagamot
7886,nasyonal librerya na panggagamot ng u.s
7887,nasyonal librerya na panggagamot ng Estados Unidos
7888,National Library of Medicine
7889,U.S. National Library of Medicine
7890,newgate
7891,pentagon
7892,basilica
7893,Romano basilica
7894,Roman basilica
7895,gusali romano
7896,Roman building
7897,space needle
7898,statehouse
7899,templo ng jerusalem
7900,templo ng solomon
7901,Temple of Jerusalem
7902,Temple of Solomon
7903,tudor
7904,Antony Tudor
7905,twin towers
7906,world trade center
7907,wtc
7908,westminster abbey
7909,white house
7910,exec
7911,abattoir
7912,butchery
7913,shambles
7914,slaughterhouse
7915,acropolis
7916,air terminal
7917,paliparan terminal
7918,airdock
7919,hangar
7920,repair shed
7921,alcazar
7922,alehouse
7923,lugar na tindahan ng alak
7924,apiary
7925,bahay ng bubuyog
7926,inhinyero ng aeronotik
7927,panghimpapawid na inhinyero
7928,marshall
7929,e. g. marshall
7930,George Catlett Marshall
7931,George Marshall
7932,katakuan sa mga maliliit na insekto and mga uod
7933,katakuan sa mga tunog
7934,katakutan sa mga tunog
7935,katakutan sa matataas na lugar
7936,katakutan sa malawak na lugar
7937,katakutan sa mga pusa
7938,katakutan sa sakit
7939,katakutan sa kalalakihan
7940,katakutan sa mga Britanya
7941,katakutan sa kulog at kidlat
7942,katakutan sa madumi
7943,katakutan sa maliit ng espasyo
7944,katakutan sa paninigas sa lamig
7945,katakutan sa mga aso
7946,katakutan sa mga insekto
7947,katakutan sa tubig
7948,katakutan sa pagtulog
7949,katakutan sa daga
7950,katakutan sa nobelya
7951,katakutan sa gabi o dilim
7952,katakutan sa pagkakaroon ng takot
7953,katakutan kay Santanas
7954,katakutan sa mabaon ng buhay
7955,katakutan sa makabagong teknolohiya
7956,katakutan sa kamatayan
7957,katakutan sa pisikal na pinsala
7958,katakutan sa di kilalang tao o dayuhan
7959,katakutan sa mga hayop
7960,stefan zweig
7961,zweig
7962,israel zangwill
7963,zangwill
7964,herman wouk
7965,wouk
7966,adeline virginia stephen woolf
7967,virginia woolf
7968,woolf
7969,mary wollstonecraft
7970,mary wollstonecraft godwin
7971,wollstonecraft
7972,p. g. wodehouse
7973,pelham grenville wodehouse
7974,wodehouse
7975,owen wister
7976,wister
7977,elie wiesel
7978,eliezer wiesel
7979,wiesel
7980,edith newbold jones wharton
7981,edith wharton
7982,wharton
7983,franz werfel
7984,werfel
7985,eudora welty
7986,welty
7987,evelyn arthur saint john waugh
7988,evelyn waugh
7989,waugh
7990,robert penn warren
7991,warren
7992,Earl Warren
7993,rabbit warren
7994,aaron montgomery ward
7995,montgomery ward
7996,barbara ward
7997,baroness jackson of lodsworth
7998,fourth earl of orford
7999,horace walpole
8000,horatio walpole
8001,walpole
8002,First Earl of Orford
8003,Robert Walpole
8004,Sir Robert Walpole
8005,edgar wallace
8006,richard horatio edgar wallace
8007,wallace
8008,alfred russel wallace
8009,sir william wallace
8010,alice malsenior walker
8011,alice walker
8012,walker
8013,john barrington wain
8014,john wain
8015,wain
8016,kurt vonnegut
8017,vonnegut
8018,arouet
8019,francois-marie arouet
8020,voltaire
8021,eugene luther vidal
8022,gore vidal
8023,vidal
8024,jules verne
8025,verne
8026,jorge mario pedro vargas llosa
8027,mario vargas llosa
8028,vargas llosa
8029,carl clinton van doren
8030,carl van doren
8031,van doren
8032,john hoyer updike
8033,john updike
8034,updike
8035,louis untermeyer
8036,untermeyer
8037,sigrid undset
8038,undset
8039,ivan sergeevich turgenev
8040,ivan turgenev
8041,turgenev
8042,anthony trollope
8043,trollope
8044,count lev nikolayevitch tolstoy
8045,leo tolstoy
8046,tolstoy
8047,j.r.r. tolkien
8048,john ronald reuel tolkien
8049,tolkien
8050,alice b. toklas
8051,toklas
8052,alexis charles henri maurice de tocqueville
8053,alexis de tocqueville
8054,tocqueville
8055,henry david thoreau
8056,thoreau
8057,thackeray
8058,william makepeace thackeray
8059,ida m. tarbell
8060,ida minerva tarbell
8061,ida tarbell
8062,tarbell
8063,rabindranath tagore
8064,sir rabindranath tagore
8065,tagore
8066,john addington symonds
8067,symonds
8068,eugene sue
8069,sue
8070,styron
8071,william styron
8072,harriet beecher stowe
8073,harriet elizabeth beecher stowe
8074,stowe
8075,abraham stoker
8076,bram stoker
8077,stoker
8078,robert louis balfour stevenson
8079,robert louis stevenson
8080,stevenson
8081,laurence sterne
8082,sterne
8083,sir leslie stephen
8084,stephen
8085,marie henri beyle
8086,stendhal
8087,john ernst steinbeck
8088,john steinbeck
8089,steinbeck
8090,gertrude stein
8091,stein
8092,sir richrd steele
8093,steele
8094,baronne anne louise germaine necker de steal-holstein
8095,madame de stael
8096,stael
8097,dame muriel spark
8098,muriel sarah spark
8099,muriel spark
8100,spark
8101,sontag
8102,susan sontag
8103,aleksandr i. solzhenitsyn
8104,aleksandr solzhenitsyn
8105,alexander isayevich solzhenitsyn
8106,solzhenitsyn
8107,baron snow of leicester
8108,c. p. snow
8109,charles percy snow
8110,snow
8111,smollett
8112,tobias george smollett
8113,tobias smollett
8114,isaac bashevis singer
8115,singer
8116,isaac m. singer
8117,isaac merrit singer
8118,sinclair
8119,upton beall sinclair
8120,upton sinclair
8121,Clive Sinclair
8122,Sir Clive Marles Sinclair
8123,georges joseph christian simenon
8124,georges simenon
8125,simenon
8126,nevil shute
8127,nevil shute norway
8128,shute
8129,robert william service
8130,service
8131,scott
8132,sir walter scott
8133,walter scott
8134,george c. scott
8135,Winfield Scott
8136,johann christoph friedrich von schiller
8137,schiller
8138,dorothy l. sayers
8139,dorothy leigh sayers
8140,dorothy sayers
8141,sayers
8142,saroyan
8143,william saroyan
8144,carl sandburg
8145,sandburg
8146,amandine aurore lucie dupin
8147,baroness dudevant
8148,george sand
8149,sand
8150,j. d. salinger
8151,jerome david salinger
8152,salinger
8153,comte donatien alphonse francois de sade
8154,de sade
8155,marquis de sade
8156,sade
8157,a.e.
8158,george william russell
8159,russell
8160,A.E.1
8161,Charles Taze Russell
8162,Ken Russell
8163,Bill Russell
8164,William Felton Russell
8165,Lillian Russell
8166,Henry Russell
8167,Henry Norris Russell
8168,Bertrand Russell
8169,Bertrand Arthur William Russell
8170,Earl Russell
8171,alfred damon runyon
8172,damon runyon
8173,runyon
8174,anna eleanor roosevelt
8175,eleanor roosevelt
8176,roosevelt
8177,President Roosevelt
8178,President Theodore Roosevelt
8179,Theodore Roosevelt
8180,F. D. Roosevelt
8181,FDR
8182,Franklin Delano Roosevelt
8183,Franklin Roosevelt
8184,President Franklin Roosevelt
8185,kenneth roberts
8186,roberts
8187,Richard J. Roberts
8188,Richard John Roberts
8189,mordecai richler
8190,richler
8191,howard pyle
8192,pyle
8193,llewelyn powys
8194,powys
8195,theodore francis powys
8196,john cowper powys
8197,emily post
8198,emily price post
8199,post
8200,katherine anne porter
8201,porter
8202,o. henry
8203,william sydney porter
8204,Cole Albert Porter
8205,Cole Porter
8206,gaius plinius caecilius secundus
8207,pliny
8208,pliny the younger
8209,gaius plinius secundus
8210,pliny the elder
8211,gaius petronius
8212,petronius
8213,petronius arbiter
8214,percy
8215,walker percy
8216,Harry_Hotspur
8217,Hotspur
8218,Sir_Henry_Percy
8219,boris leonidovich pasternak
8220,boris pasternak
8221,pasternak
8222,dorothy parker
8223,dorothy rothschild parker
8224,parker
8225,eric arthur blair
